EmployeeID,Age,Gender,MaritalStatus,Education,LevelBand,LevelBandNum,Department,Location,ShiftType,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,YearsSinceLastPromo,PromotionsLast3Yrs,Salary_Annual,MarketRateRatio,HikePercentLast,BonusPct,ManagerRating,TeamSize,DistanceFromHome,JobSatisfaction,EnvSatisfaction,RelationshipSat,WorkLifeBalance,AvgSatisfaction,PerformanceRating,AwardsReceived,RecognitionsReceived,TrainingLastYear,Leaves_30d,Leaves_90d,Leaves_180d,Leaves_365d,SickLeave_Annual,OverTime,BusinessTravel,NumCompaniesWorked,WFH_DaysPerWeek,AttritionProb_True,AttritionBinary,Attrition,IsUnderpaid,IsSeverelyUnderpaid,PayGapPct,StagnationIndex,RecognitionGap,LeaveSpike30,LeaveSpike90,LeaveVelocity,SatComposite,SatBelow2,OT_LowSat,WFH_SatInteraction,TravelDistance,IsNewJoiner,IsVeteran,CompanyLoyaltyScore,IsJobHopper,IsDisruptiveShift,IsFullWFH,IsMarried,CompositeRiskFlags,AttritionProb,RiskCategory
ML14578,36,Male,Single,Master,P2B,5,Engineering,Bengaluru,Day,4,3,1,14,0,1,1381955,0.821,14.4,19.1,2,12,52,2,3,1,2,2.0,3,1,1,5,1,5,5,11,2,No,Rare,1,2,0.2842,1,Yes,1,0,17.9,0,2,0,0,2.75,2.05,0,0,4,0,0,0,0.29,0,0,0,0,1,0.2037,Medium
ML14579,31,Female,Married,Diploma,P1A,1,Engineering,Bengaluru,Day,0,0,0,11,1,1,412619,0.613,6.5,0.0,2,5,54,2,2,3,2,2.25,4,0,1,6,1,3,12,19,2,No,Rare,4,1,0.5498,0,No,1,1,38.7,0,4,0,0,19.0,2.15,0,0,2,0,1,0,0.0,1,0,0,1,1,0.5999,Critical
ML14580,33,Female,Single,Diploma,P3A,7,Operations,Chennai,Day,1,0,0,11,0,1,2024757,1.285,4.7,25.1,2,19,56,3,2,3,2,2.5,3,0,1,3,0,5,8,13,2,No,Rare,4,3,0.0614,0,No,0,0,-28.5,0,3,0,0,13.0,2.5,0,0,9,0,1,0,0.09,1,0,0,0,0,0.1139,Low
ML14581,41,Male,Married,Bachelor,P4,9,Engineering,Mumbai,Day,5,2,2,20,1,1,2202913,0.557,4.5,19.3,3,7,42,3,3,2,4,3.0,3,0,0,5,2,3,3,14,3,No,Rare,5,0,0.3212,0,No,1,1,44.3,0,3,0,0,2.8,3.15,0,0,0,0,0,0,0.25,1,0,0,1,1,0.2414,Medium
ML14582,37,Female,Divorced,PhD,P4,9,Engineering,Hyderabad,Day,4,1,0,16,4,0,2455241,0.71,7.0,9.1,5,7,9,1,4,2,3,2.5,3,3,1,0,0,2,11,11,3,Yes,Rare,0,3,0.5304,1,Yes,1,1,29.0,8,0,0,0,2.75,2.35,0,1,3,0,0,0,0.25,0,0,0,0,3,0.2966,Medium
ML14583,28,Female,Divorced,Master,P6,11,Product,Pune,Day,3,1,1,8,1,1,5834168,0.918,7.9,13.1,3,14,12,1,4,3,3,2.75,3,2,1,5,2,2,9,9,2,No,None,6,2,0.0502,0,No,0,0,8.2,0,1,0,0,3.0,2.5,0,0,2,0,0,0,0.38,1,0,0,0,0,0.1214,Low
ML14584,35,Male,Married,Other,P3A,7,Legal,Chennai,Day,22,2,2,14,4,0,1234567,0.63,10.7,9.3,4,9,53,3,3,3,3,3.0,1,1,1,1,0,2,5,16,0,Yes,None,3,2,0.3612,0,No,1,1,37.0,8,0,0,0,0.73,3.0,0,0,6,0,0,1,1.57,0,0,0,1,3,0.4036,High
ML14585,33,Other,Married,Master,P3B,8,Product,Mumbai,Night,5,3,2,11,1,2,2239889,0.808,12.1,9.1,4,8,51,2,4,4,2,3.0,2,1,1,6,0,4,5,8,2,No,Frequent,2,1,0.185,0,No,1,0,19.2,0,1,0,0,1.6,2.7,0,0,2,51,0,0,0.45,0,1,0,1,2,0.2885,Medium
ML14586,37,Male,Married,PhD,P2C,6,Sales,Pune,Day,2,1,1,15,1,2,1360565,0.941,9.1,7.6,5,13,59,2,3,3,4,3.0,3,2,0,1,0,0,3,19,3,Yes,None,6,3,0.0669,0,No,0,0,5.9,0,1,0,0,9.5,2.95,0,1,6,0,0,0,0.13,1,0,0,1,1,0.127,Low
ML14587,31,Male,Single,Bachelor,P5,10,HR,Mumbai,Day,3,2,1,10,0,1,3940471,0.982,12.8,6.6,3,13,11,1,3,3,2,2.25,4,1,1,6,0,1,13,15,4,No,Rare,7,3,0.1159,0,No,0,0,1.8,0,3,0,0,5.0,2.0,0,0,3,0,0,0,0.3,1,0,0,0,0,0.19,Medium
ML14588,24,Male,Married,Master,P3A,7,Legal,Pune,Day,0,0,0,2,6,0,1978525,0.99,12.3,13.5,3,4,46,4,3,3,2,3.0,3,0,2,6,2,2,3,16,1,No,None,7,2,0.2727,0,No,0,0,1.0,12,3,0,0,16.0,3.05,0,0,8,0,1,0,0.0,1,0,0,1,1,0.2523,Medium
ML14589,39,Male,Single,Master,P4,9,Engineering,Mumbai,Day,2,2,2,17,2,0,2183720,0.552,5.3,5.6,5,20,21,2,3,4,3,3.0,4,1,1,4,4,4,10,20,4,No,None,7,1,0.525,0,No,1,1,44.8,4,3,1,0,10.0,2.8,0,0,2,0,0,0,0.12,1,0,0,0,2,0.4369,High
ML14590,38,Male,Married,Other,P1C,3,Operations,WFH,Day,4,4,1,16,6,0,603767,0.956,5.1,10.2,3,8,17,3,3,1,2,2.25,2,2,6,3,0,2,8,17,2,No,None,0,5,0.0561,0,No,0,0,4.4,12,0,0,0,4.25,2.4,0,0,15,0,0,0,0.25,0,0,1,1,1,0.1185,Low
ML14591,45,Male,Married,Bachelor,P2C,6,Engineering,WFH,Flexible,1,0,0,24,2,0,1363179,0.856,7.2,7.9,5,9,22,3,4,2,3,3.0,1,0,0,1,1,3,3,19,0,No,Frequent,1,5,0.0842,0,No,1,0,14.4,4,1,0,0,19.0,3.05,0,0,15,22,1,0,0.04,0,0,1,1,1,0.1717,Low
ML14592,23,Female,Married,Bachelor,P3B,8,QA,Chennai,Day,1,0,0,2,2,0,1927277,0.849,0.4,19.7,3,21,1,2,3,3,2,2.5,3,1,2,4,0,7,7,13,3,No,Rare,4,0,0.5289,1,Yes,1,0,15.1,4,2,0,0,13.0,2.35,0,0,0,0,1,0,0.5,1,0,0,1,1,0.2918,Medium
ML14593,33,Female,Divorced,Other,P1C,3,Marketing,Delhi,Day,5,5,2,11,3,1,881461,1.03,9.3,15.4,3,19,6,4,3,3,3,3.25,2,1,2,2,4,4,5,10,3,No,Rare,3,1,0.0502,0,No,0,0,-3.0,3,1,1,0,2.0,3.35,0,0,4,0,0,0,0.45,0,0,0,0,1,0.0909,Low
ML14594,32,Female,Single,Master,P1C,3,Finance,Bengaluru,Night,2,1,1,12,1,2,752360,0.729,8.1,6.2,3,7,55,4,2,3,1,2.5,3,2,1,4,0,2,10,15,4,No,Rare,7,0,0.3016,0,No,1,1,27.1,0,1,0,0,7.5,2.55,0,0,0,0,0,0,0.17,1,1,0,0,2,0.3586,High
ML14595,30,Female,Married,Bachelor,P6,11,Finance,Pune,Flexible,1,1,1,9,1,1,5297184,0.798,15.5,16.4,3,5,46,3,4,2,3,3.0,3,0,0,2,1,1,4,19,3,Yes,None,6,1,0.2243,0,No,1,1,20.2,0,3,0,0,19.0,3.05,0,0,3,0,1,0,0.11,1,0,0,1,2,0.2628,Medium
ML14596,22,Female,Married,Master,P2B,5,Engineering,Bengaluru,Day,4,3,0,1,1,1,1532237,0.91,13.4,11.9,1,15,42,4,4,4,4,4.0,2,0,1,6,0,1,6,17,1,Yes,Rare,3,0,0.2743,0,No,0,0,9.0,0,2,0,0,4.25,4.0,0,0,0,0,0,0,4.0,0,0,0,1,1,0.1902,Medium
ML14597,25,Female,Divorced,Diploma,P1B,2,Sales,Bengaluru,Day,9,3,0,4,1,2,584232,0.863,7.8,15.5,1,19,7,2,4,4,4,3.5,2,1,1,2,1,2,8,25,1,No,Rare,0,2,0.2269,1,Yes,1,0,13.7,0,1,0,0,2.78,3.3,0,0,4,0,0,0,2.25,0,0,0,0,1,0.1941,Medium
ML14598,36,Male,Single,Other,P2A,4,Operations,Hyderabad,Night,0,0,0,16,0,2,881601,0.952,12.9,14.7,5,9,49,4,3,3,2,3.0,1,0,2,4,0,2,4,15,2,Yes,Rare,7,2,0.3511,0,No,0,0,4.8,0,1,0,0,15.0,3.05,0,0,8,0,1,0,0.0,1,1,0,0,2,0.2657,Medium
ML14599,30,Male,Married,Bachelor,P2B,5,HR,Chennai,Night,1,1,1,8,1,2,1450274,1.333,8.4,2.7,4,6,21,3,3,3,2,2.75,3,2,0,5,4,4,4,15,3,Yes,None,6,2,0.0574,0,No,0,0,-33.3,0,1,1,0,15.0,2.7,0,0,6,0,1,0,0.12,1,1,0,1,3,0.1663,Low
ML14600,27,Male,Married,PhD,P3A,7,HR,Pune,Day,6,4,1,5,1,1,1955904,1.245,10.9,12.8,5,4,29,3,3,4,4,3.5,4,1,0,4,2,5,9,22,1,No,Rare,0,0,0.0502,0,No,0,0,-24.5,0,3,0,0,3.67,3.45,0,0,0,0,0,0,1.2,0,0,0,1,0,0.0244,Low
ML14601,45,Male,Single,Master,P5,10,Engineering,Delhi,Flexible,0,0,0,25,0,1,3564350,0.686,1.3,9.6,3,21,16,4,4,3,1,3.0,3,0,0,1,0,2,7,13,0,Yes,None,0,2,0.4148,0,No,1,1,31.4,0,3,0,0,13.0,2.95,0,0,8,0,1,0,0.0,0,0,0,0,2,0.4031,High
ML14602,52,Female,Single,Bachelor,P6,11,Operations,Hyderabad,Flexible,8,0,0,32,0,2,6736906,1.296,6.8,19.7,3,5,54,4,2,4,3,3.25,3,0,2,5,2,5,12,12,3,No,Frequent,0,0,0.0502,0,No,0,0,-29.6,0,3,0,0,1.5,3.3,0,0,0,54,0,0,0.25,0,0,0,0,0,0.0561,Low
ML14603,33,Male,Married,Master,P3A,7,Sales,WFH,Night,5,5,4,11,3,1,1568920,1.079,9.7,5.3,5,18,26,1,4,3,1,2.25,2,0,0,6,1,5,6,17,0,No,Frequent,4,5,0.142,1,Yes,0,0,-7.9,3,2,0,0,3.4,1.9,0,0,5,26,0,0,0.45,1,1,1,1,1,0.2118,Medium
ML14604,22,Male,Single,Bachelor,P3B,8,Engineering,Delhi,Day,14,10,0,1,6,0,1947689,0.679,7.9,13.5,3,18,42,2,3,3,2,2.5,3,1,0,3,0,4,7,12,3,No,Rare,5,0,0.5498,1,Yes,1,1,32.1,12,2,0,0,0.86,2.35,0,0,0,0,0,1,14.0,1,0,0,0,2,0.4819,Critical
ML14605,37,Male,Married,Bachelor,P2A,4,QA,Delhi,Night,4,1,0,16,0,2,835280,0.725,14.2,3.9,5,24,11,2,3,1,4,2.5,3,1,1,4,0,4,9,14,3,No,None,0,3,0.0998,0,No,1,1,27.5,0,2,0,0,3.5,2.65,0,0,6,0,0,0,0.25,0,1,0,1,2,0.087,Low
ML14606,22,Female,Single,Bachelor,P4,9,Finance,Bengaluru,Flexible,12,2,1,1,1,1,2398610,0.672,10.4,20.8,1,10,46,3,3,3,4,3.25,2,0,3,4,1,4,5,13,2,No,Rare,1,2,0.0742,0,No,1,1,32.8,0,2,0,0,1.08,3.3,0,0,6,0,0,1,12.0,0,0,0,0,1,0.1814,Medium
ML14607,23,Male,Single,Bachelor,P1C,3,HR,Hyderabad,Flexible,3,2,1,3,1,1,744177,1.033,11.5,12.8,4,22,43,3,3,1,3,2.5,3,1,1,1,1,2,11,11,0,No,Rare,5,0,0.0988,0,No,0,0,-3.3,0,2,0,0,3.67,2.7,0,0,0,0,0,0,1.0,1,0,0,0,0,0.0833,Low
ML14608,37,Male,Married,Bachelor,P1B,2,Infra,Pune,Day,2,0,0,15,2,0,624749,0.989,9.9,7.3,3,20,27,4,3,3,3,3.25,3,2,1,4,0,2,5,14,4,No,Rare,4,1,0.0502,0,No,0,0,1.1,4,1,0,0,7.0,3.35,0,0,4,0,0,0,0.13,1,0,0,1,0,0.0991,Low
ML14609,22,Male,Single,Diploma,P6,11,Sales,WFH,Day,3,1,1,1,0,1,4396936,0.935,9.1,17.2,3,20,39,4,3,4,3,3.5,4,0,0,3,1,2,6,15,1,No,None,7,5,0.0502,0,No,0,0,6.5,0,4,0,0,5.0,3.5,0,0,20,0,0,0,3.0,1,0,1,0,0,0.0969,Low
ML14610,31,Male,Single,Bachelor,P4,9,QA,Bengaluru,Day,2,2,0,10,8,0,2461635,0.755,12.7,18.8,4,23,15,3,4,4,1,3.0,2,2,1,6,1,1,13,16,1,No,Rare,4,0,0.3051,0,No,1,1,24.5,16,0,0,0,8.0,2.75,0,0,0,0,0,0,0.2,1,0,0,0,2,0.3637,High
ML14611,22,Female,Single,Master,P2A,4,Operations,Mumbai,Rotational,2,2,1,1,0,1,1005895,0.95,16.2,12.0,5,23,50,3,3,3,4,3.25,2,0,1,2,2,6,6,23,2,No,Rare,2,0,0.0502,0,No,0,0,5.0,0,2,0,0,11.5,3.3,0,0,0,0,0,0,2.0,0,1,0,0,1,0.0959,Low
ML14612,34,Male,Single,Bachelor,P3A,7,Marketing,Mumbai,Night,4,4,1,14,4,0,1800597,0.901,0.6,9.0,3,13,38,4,3,3,4,3.5,3,1,1,4,1,3,7,11,2,No,Frequent,3,1,0.292,1,Yes,0,0,9.9,8,2,0,0,2.75,3.65,0,0,4,38,0,0,0.29,0,1,0,0,2,0.3239,High
ML14613,42,Male,Married,Diploma,P2B,5,Engineering,Mumbai,Day,12,5,3,22,3,1,945412,0.538,5.0,4.1,4,10,19,4,2,2,4,3.0,3,0,1,0,1,7,7,12,1,Yes,Frequent,4,2,0.1779,0,No,1,1,46.2,3,3,0,0,1.0,3.3,0,0,8,19,0,1,0.55,1,0,0,1,2,0.2397,Medium
ML14614,29,Other,Married,Master,P2A,4,Engineering,Chennai,Day,6,0,0,7,1,1,860831,0.699,9.2,4.9,3,9,54,2,3,4,1,2.5,3,1,4,0,0,4,8,16,1,No,Rare,2,0,0.3699,1,Yes,1,1,30.1,0,2,0,0,2.67,2.2,0,0,0,0,0,0,0.86,0,0,0,1,1,0.3098,Medium
ML14615,33,Male,Married,Diploma,P2A,4,Finance,Bengaluru,Day,9,9,9,12,0,2,730457,0.564,14.4,3.5,3,15,12,3,4,2,2,2.75,3,2,0,3,0,8,8,13,1,Yes,None,5,2,0.5498,0,No,1,1,43.6,0,1,0,1,1.44,2.75,0,0,6,0,0,0,0.75,1,0,0,1,2,0.3533,High
ML14616,27,Female,Single,Bachelor,P1B,2,Engineering,Mumbai,Flexible,16,14,5,5,12,0,601591,0.663,12.2,15.6,5,8,49,4,3,1,2,2.5,4,1,2,6,2,2,3,21,2,No,None,3,1,0.4746,0,No,1,1,33.7,20,3,0,0,1.31,2.75,0,0,4,0,0,1,3.2,0,0,0,0,2,0.3291,High
ML14617,28,Female,Single,Master,P2C,6,Engineering,Pune,Day,2,1,0,8,1,1,1290863,0.695,5.7,15.9,3,9,4,1,2,3,3,2.25,2,0,0,3,2,7,7,13,1,No,Frequent,5,1,0.4551,1,Yes,1,1,30.5,0,2,0,0,6.5,2.1,0,0,1,4,0,0,0.25,1,0,0,0,1,0.3706,High
ML14618,27,Male,Married,Bachelor,P2B,5,Marketing,Mumbai,Day,3,0,0,5,1,2,1264392,0.896,7.4,4.4,3,5,34,3,3,4,4,3.5,3,1,1,1,3,3,7,7,1,No,Frequent,6,0,0.1229,0,No,1,0,10.4,0,2,1,0,2.33,3.45,0,0,0,34,0,0,0.6,1,0,0,1,2,0.1961,Medium
ML14619,40,Male,Single,Bachelor,P2C,6,Operations,Bengaluru,Rotational,1,1,0,18,0,1,1633189,1.088,12.0,16.1,4,9,56,1,3,4,4,3.0,2,1,0,5,4,4,6,16,0,No,Frequent,3,1,0.3651,1,Yes,0,0,-8.8,0,1,1,0,16.0,2.75,0,0,1,56,1,0,0.06,0,1,0,0,2,0.4145,High
ML14620,22,Male,Single,Master,P1C,3,Engineering,Pune,Rotational,0,0,0,2,2,0,925022,0.926,6.6,8.4,3,5,56,2,2,4,4,3.0,4,1,0,4,0,2,13,13,2,Yes,Rare,1,0,0.5498,1,Yes,0,0,7.4,4,3,0,0,13.0,2.9,0,1,0,0,1,0,0.0,0,1,0,0,2,0.6,Critical
ML14621,31,Male,Single,PhD,P5,10,Operations,Hyderabad,Rotational,9,9,9,10,0,2,2941175,0.819,10.1,7.0,4,22,5,1,3,2,4,2.5,3,0,3,1,2,3,7,14,0,No,None,5,2,0.1001,0,No,1,0,18.1,0,3,0,0,1.56,2.45,0,0,2,0,0,0,0.9,1,1,0,0,2,0.1348,Low
ML14622,37,Male,Married,Bachelor,P3A,7,QA,WFH,Rotational,6,4,0,16,6,0,1598478,0.995,6.3,12.2,3,20,1,4,3,4,4,3.75,2,1,0,6,0,3,7,7,0,No,None,5,5,0.0502,0,No,0,0,0.5,12,1,0,0,1.17,3.8,0,0,20,0,0,0,0.38,1,1,1,1,2,0.1054,Low
ML14623,41,Female,Married,Master,P4,9,Operations,Chennai,Day,6,1,1,21,2,1,2187719,0.874,11.0,9.5,3,14,48,3,2,2,3,2.5,3,0,1,4,3,4,5,17,1,No,Rare,2,1,0.0578,0,No,1,0,12.6,1,3,1,0,2.83,2.65,0,0,3,0,0,0,0.29,0,0,0,1,2,0.1678,Low
ML14624,37,Male,Single,Master,P1B,2,Legal,WFH,Day,8,1,0,15,10,0,658096,1.053,11.5,0.8,5,20,49,4,3,4,2,3.25,4,1,0,4,0,7,7,10,4,Yes,Frequent,5,5,0.3116,0,No,0,0,-5.3,20,3,0,0,1.25,3.2,0,0,20,49,0,0,0.53,1,0,1,0,2,0.3637,High
ML14625,33,Male,Single,Master,P3A,7,Operations,Bengaluru,Day,2,0,0,12,1,2,1879625,1.068,0.0,8.1,4,23,43,4,3,3,2,3.0,3,1,3,4,0,6,6,28,1,No,None,6,0,0.0502,0,No,0,0,-6.8,0,2,0,0,14.0,3.05,0,0,0,0,0,0,0.17,1,0,0,0,0,0.062,Low
ML14626,29,Female,Married,Master,P4,9,Engineering,Chennai,Rotational,1,1,1,7,2,0,2043272,0.602,16.2,2.9,4,13,26,3,4,3,3,3.25,4,2,3,1,1,5,9,12,1,No,Frequent,3,0,0.2025,0,No,1,1,39.8,4,2,0,0,12.0,3.2,0,0,0,26,1,0,0.14,0,1,0,1,2,0.2392,Medium
ML14627,41,Male,Single,Master,P2A,4,Sales,Hyderabad,Flexible,2,0,0,19,4,0,942909,0.965,16.6,1.1,5,14,7,3,2,4,4,3.25,3,0,0,3,1,2,10,17,1,No,Rare,3,3,0.0502,0,No,0,0,3.5,8,3,0,0,8.5,3.25,0,0,9,0,0,0,0.11,0,0,0,0,1,0.1274,Low
ML14628,27,Female,Married,Diploma,P1C,3,QA,Pune,Day,4,2,1,5,11,0,834605,0.971,0.9,6.7,3,19,5,4,4,3,3,3.5,3,2,2,5,2,3,4,11,3,No,None,7,0,0.0927,0,No,0,0,2.9,20,1,0,0,2.75,3.55,0,0,0,0,0,0,0.8,1,0,0,1,1,0.1977,Medium
ML14629,27,Male,Married,Master,P1C,3,Operations,Hyderabad,Rotational,0,0,0,6,3,0,883611,1.199,8.1,9.4,4,16,9,2,2,1,3,2.0,2,0,1,6,1,7,7,17,1,Yes,None,6,0,0.5498,0,No,0,0,-19.9,6,2,0,0,17.0,2.15,0,1,0,0,1,0,0.0,1,1,0,1,3,0.3016,Medium
ML14630,44,Female,Single,Diploma,P2A,4,Legal,Bengaluru,Rotational,0,0,0,23,0,1,837495,0.663,2.5,3.0,4,19,2,1,3,3,3,2.5,4,0,0,3,2,2,7,14,1,No,None,2,2,0.5498,0,No,1,1,33.7,0,4,0,0,14.0,2.3,0,0,2,0,1,0,0.0,0,1,0,0,2,0.5082,Critical
ML14631,36,Female,Married,Bachelor,P2B,5,Infra,Bengaluru,Flexible,7,5,4,16,3,0,1126291,0.841,0.5,10.2,5,21,23,4,4,4,4,4.0,4,0,0,6,3,3,7,20,3,No,None,3,1,0.0502,0,No,1,0,15.9,6,4,1,0,2.86,4.0,0,0,4,0,0,0,0.44,0,0,0,1,3,0.1493,Low
ML14632,37,Male,Married,PhD,P2A,4,Engineering,Chennai,Day,10,2,0,15,2,1,839119,0.681,12.2,10.3,3,17,28,3,4,3,3,3.25,2,1,0,1,0,4,9,19,1,Yes,None,3,2,0.1024,0,No,1,1,31.9,1,1,0,0,1.9,3.2,0,0,6,0,0,1,0.67,0,0,0,1,2,0.1954,Medium
ML14633,38,Female,Married,Other,P2A,4,Sales,Chennai,Day,8,1,1,18,0,1,987192,1.029,16.2,13.4,4,8,42,4,4,3,3,3.5,2,0,1,4,0,4,4,15,3,Yes,Frequent,6,0,0.0502,0,No,0,0,-2.9,0,2,0,0,1.88,3.55,0,0,0,42,0,0,0.44,1,0,0,1,1,0.1274,Low
ML14634,33,Male,Married,Bachelor,P3A,7,Marketing,Bengaluru,Rotational,14,5,2,11,3,1,1776504,0.927,8.9,8.9,3,10,37,4,2,3,3,3.0,3,1,0,3,1,3,9,15,0,No,Frequent,7,0,0.0607,0,No,0,0,7.3,3,2,0,0,1.07,3.15,0,0,0,37,0,1,1.27,1,1,0,1,1,0.1887,Medium
ML14635,22,Male,Married,Master,P1A,1,Engineering,Pune,Rotational,0,0,0,1,3,1,402380,0.654,15.2,13.5,3,15,20,2,3,3,2,2.5,4,0,1,0,1,8,8,9,1,No,Rare,0,2,0.5498,0,No,1,1,34.6,3,4,0,1,9.0,2.35,0,0,4,0,1,0,0.0,0,1,0,1,2,0.579,Critical
ML14636,36,Male,Married,Diploma,P2A,4,Marketing,Pune,Rotational,1,0,0,15,2,0,714268,0.708,6.4,13.9,4,18,1,2,2,2,1,1.75,3,3,3,3,2,4,9,20,2,No,Rare,2,1,0.4974,1,Yes,1,1,29.2,4,0,0,0,20.0,1.7,1,0,2,0,1,0,0.07,0,1,0,1,2,0.5833,Critical
ML14637,33,Male,Married,Bachelor,P3A,7,Legal,Hyderabad,Flexible,1,0,0,13,4,0,1826714,0.914,3.2,2.1,4,16,39,3,3,4,2,3.0,2,1,0,6,0,5,6,14,5,Yes,None,2,3,0.5014,0,No,0,0,8.6,8,1,0,0,14.0,2.85,0,0,9,0,1,0,0.08,0,0,0,1,2,0.3942,High
ML14638,27,Female,Single,Master,P1B,2,Marketing,Mumbai,Day,1,1,1,7,1,1,475328,0.652,7.4,18.7,5,7,14,2,3,2,4,2.75,3,0,0,6,0,3,8,8,5,No,Rare,4,0,0.3924,0,No,1,1,34.8,0,3,0,0,8.0,2.8,0,0,0,0,1,0,0.14,1,0,0,0,1,0.2827,Medium
ML14639,25,Male,Single,Master,P1C,3,Sales,Delhi,Rotational,2,0,0,4,2,0,632094,0.762,5.9,16.1,4,5,53,3,4,3,3,3.25,4,0,1,2,0,3,7,17,1,Yes,Rare,0,2,0.5498,1,Yes,1,1,23.8,4,4,0,0,8.5,3.2,0,0,6,0,0,0,0.5,0,1,0,0,3,0.4358,High
ML14640,33,Male,Single,PhD,P1C,3,Operations,Pune,Day,4,3,1,11,3,0,702692,0.953,10.7,8.4,3,15,7,2,2,3,1,2.0,3,0,2,3,1,2,3,10,2,No,Frequent,7,0,0.5498,1,Yes,0,0,4.7,6,3,0,0,2.5,1.85,0,0,0,7,0,0,0.36,1,0,0,0,1,0.3969,High
ML14641,23,Female,Married,Bachelor,P1A,1,Engineering,Pune,Day,0,0,0,3,2,1,498769,0.811,13.3,5.1,4,21,49,4,4,2,3,3.25,3,0,0,5,2,4,8,15,5,No,Rare,0,2,0.1512,0,No,1,0,18.9,1,3,0,0,15.0,3.4,0,0,8,0,1,0,0.0,0,0,0,1,1,0.1491,Low
ML14642,32,Male,Married,Bachelor,P2B,5,Product,Pune,Day,28,28,8,12,0,1,1108214,0.8,4.4,14.2,5,23,26,4,3,4,2,3.25,3,1,1,3,1,3,10,10,3,Yes,None,7,0,0.1382,0,No,1,0,20.0,0,2,0,0,0.36,3.2,0,0,0,0,0,1,2.33,1,0,0,1,2,0.1985,Medium
ML14643,31,Female,Married,Bachelor,P1A,1,Engineering,Pune,Day,10,6,5,9,4,0,490648,0.798,3.6,6.5,4,5,29,2,4,3,3,3.0,3,0,0,5,0,7,10,13,3,No,Rare,5,2,0.4197,1,Yes,1,1,20.2,8,3,0,0,1.3,2.85,0,0,4,0,0,1,1.11,1,0,0,1,2,0.1951,Medium
ML14644,33,Male,Married,Bachelor,P2A,4,Product,Bengaluru,Day,4,3,0,12,0,1,928558,0.749,12.5,4.6,3,23,37,3,2,3,3,2.75,3,0,1,3,2,6,14,18,5,Yes,Rare,3,3,0.235,0,No,1,1,25.1,0,3,0,0,4.5,2.8,0,0,9,0,0,0,0.33,0,0,0,1,2,0.2891,Medium
ML14645,37,Female,Divorced,Bachelor,P6,11,Finance,WFH,Rotational,2,0,0,17,3,0,5029225,0.883,7.6,8.2,4,22,45,4,3,3,3,3.25,3,1,1,0,1,8,8,15,2,No,Rare,4,5,0.056,0,No,1,0,11.7,6,2,0,1,7.5,3.35,0,0,20,0,0,0,0.12,1,1,1,0,3,0.1609,Low
ML14646,38,Male,Married,Master,P5,10,Sales,Mumbai,Flexible,1,0,0,17,0,2,3534328,0.816,12.1,16.0,4,16,10,2,3,4,4,3.25,3,1,1,3,0,4,6,15,1,Yes,None,0,2,0.2221,0,No,1,0,18.4,0,2,0,0,15.0,3.1,0,1,4,0,1,0,0.06,0,0,0,1,2,0.1565,Low
ML14647,28,Female,Married,PhD,P1C,3,Finance,Chennai,Day,20,1,0,8,4,0,920221,0.996,5.7,17.3,3,9,4,4,4,3,3,3.5,3,1,1,5,2,2,7,17,1,No,None,0,2,0.0502,0,No,0,0,0.4,8,2,0,0,0.85,3.55,0,0,8,0,0,1,2.5,0,0,0,1,1,0.0934,Low
ML14648,40,Male,Single,Diploma,P2A,4,Engineering,Delhi,Day,9,8,0,20,0,2,1018748,0.761,6.4,19.3,3,13,52,2,3,4,2,2.75,3,2,0,2,0,3,11,18,3,No,None,6,1,0.3308,0,No,1,1,23.9,0,1,0,0,2.0,2.5,0,0,2,0,0,0,0.45,1,0,0,0,1,0.2701,Medium
ML14649,32,Other,Married,Diploma,P2B,5,Finance,Pune,Day,1,1,1,12,4,0,1335379,0.922,13.1,8.7,5,9,58,3,4,4,1,3.0,3,0,1,2,0,0,10,12,2,No,Rare,5,1,0.3898,0,No,0,0,7.8,8,3,0,0,12.0,2.75,0,0,3,0,1,0,0.08,1,0,0,1,1,0.2811,Medium
ML14650,48,Other,Married,Other,P4,9,Product,Hyderabad,Day,8,1,1,26,6,0,2861928,0.918,12.3,9.2,4,15,18,3,2,3,4,3.0,4,2,4,2,1,4,4,12,3,No,None,5,2,0.0502,0,No,0,0,8.2,12,2,0,0,1.5,3.1,0,0,6,0,0,0,0.31,1,0,0,1,1,0.0749,Low
ML14651,29,Female,Married,Bachelor,P4,9,Legal,Bengaluru,Day,13,13,9,9,0,2,2995852,0.861,14.6,9.2,3,12,14,4,4,4,1,3.25,1,0,2,6,1,1,8,15,1,No,None,4,0,0.0502,0,No,1,0,13.9,0,1,0,0,1.15,3.1,0,0,0,0,0,1,1.44,1,0,0,1,1,0.069,Low
ML14652,22,Male,Divorced,Bachelor,P1B,2,Engineering,Mumbai,Night,6,4,2,0,1,2,674078,0.743,8.2,6.8,2,21,26,2,2,1,4,2.25,4,0,0,6,2,3,10,14,3,No,Frequent,0,2,0.5498,0,No,1,1,25.7,0,4,0,0,2.33,2.45,0,0,4,26,0,0,6.0,0,1,0,0,2,0.4111,High
